c minisat_input_format
p cnf 4500 9000
289 836 3709 0
-3904 -2909 -1174 0
-2832 -2167 -1945 0
-4160 -3901 1376 0
-3159 -3035 720 0
-440 1197 1908 0
1149 1448 4185 0
1498 1911 4205 0
-4286 -1364 574 0
-1722 -1012 164 0
-3043 -2127 -2040 0
-2996 461 4163 0
-3420 2348 4400 0
-1765 182 472 0
-3379 184 1299 0
-3426 -1327 4231 0
-4074 -1544 4066 0
-1112 -37 4142 0
-1548 -4 3162 0
2329 2395 4079 0
-4279 -2510 934 0
206 487 2514 0
43 1708 3965 0
-4487 -970 1088 0
-3331 -1701 3650 0
-4414 -2978 2809 0
-1278 2169 3405 0
-3599 -1376 3250 0
-531 -528 1754 0
-2268 -933 1656 0
-3018 932 1869 0
-3752 852 1947 0
-4258 334 3041 0
-1542 731 894 0
-578 156 1684 0
-4203 -425 646 0
-2345 -1516 3869 0
-3320 2259 3222 0
-2486 -892 1120 0
-4159 -2825 -140 0
-802 -77 3110 0
2246 4005 4280 0
-1692 -1159 2239 0
-4430 -2682 1581 0
-3904 -2648 -1567 0
-2296 1147 3275 0
1441 3622 4113 0
-2787 -392 715 0
-3215 -1573 3160 0
-3947 -1781 1131 0
-139 30 3717 0
-4222 -3971 3868 0
-950 3016 3607 0
-3904 -2769 1223 0
-2249 -1334 -496 0
-4190 -2185 -1976 0
2086 2865 4345 0
-2422 169 2766 0
-1525 840 859 0
-4492 -1883 3621 0
-860 925 3117 0
-252 2517 3960 0
-1541 -231 3359 0
-1559 1573 4380 0
-3640 -2987 1155 0
-1669 -1603 -303 0
-401 1817 3859 0
-3257 -719 1974 0
1424 2802 4113 0
1019 1691 3002 0
-1974 -1784 -990 0
-3368 -59 3635 0
-4374 -3316 3921 0
-4148 289 4145 0
-3206 89 2855 0
-1690 -16 105 0
-3803 4085 4163 0
-4445 -3373 -95 0
-2979 -2974 3205 0
-1451 -356 2684 0
-1106 1108 4446 0
-3918 -2641 -657 0
-1442 -1322 3173 0
-3035 -2779 2893 0
-2934 -1309 884 0
-2925 -2382 -1677 0
-4172 -1495 1233 0
-2187 862 3816 0
1369 1769 3486 0
-1709 886 3274 0
-1552 -1348 -492 0
-2383 3623 4101 0
-2310 -2198 3052 0
-4346 -2776 -1438 0
-1034 -766 99 0
-608 630 1789 0
-3252 -1052 2622 0
205 360 2141 0
-2537 -1630 681 0
-4218 -2622 -1923 0
-1807 1938 2807 0
-2533 1269 3887 0
216 362 740 0
-298 1737 3083 0
-3451 -3102 2379 0
-4309 -3870 -1429 0
-3580 -2137 -1585 0
1760 2075 3527 0
-2450 -1332 978 0
-1657 1041 1727 0
1484 2611 3940 0
-1713 3195 4128 0
1096 1691 2277 0
-2121 -1985 3385 0
-3704 -3614 1478 0
-3879 -3301 1186 0
-3739 -451 2227 0
200 551 3703 0
-3220 -1567 2168 0
1386 1491 2809 0
-2354 1196 4258 0
-2841 429 2335 0
-3559 -1359 -1102 0
-2932 3371 4168 0
-410 2586 3003 0
-1899 1067 1617 0
-2743 -1433 2358 0
-4298 -147 1536 0
-3260 450 1634 0
-3997 -1284 -1035 0
-305 1076 3193 0
-1233 -894 2529 0
-2215 -2185 1547 0
-4387 41 3352 0
-1001 2767 4256 0
-1244 2699 4091 0
-1933 781 3514 0
-1485 -488 -53 0
-771 -607 462 0
1017 1201 1529 0
-3733 -1382 2189 0
-4451 -257 1964 0
1070 1960 3829 0
-1808 -1281 3723 0
-4113 -3331 -2881 0
-271 495 791 0
-171 -141 1886 0
-4099 -1895 -1566 0
-827 380 3751 0
-969 3852 4444 0
-3514 -2778 -799 0
-3626 -1460 751 0
-313 2665 3736 0
-3342 -3282 -769 0
992 2756 2764 0
-2086 -74 1416 0
-3961 -2041 3691 0
-3673 -596 1605 0
-3269 -2970 -2689 0
673 1896 4390 0
-2683 -2290 -1831 0
-414 -167 1457 0
-4451 -2877 3393 0
-1092 147 1417 0
-4092 902 1327 0
-4309 847 1034 0
-2350 -299 4038 0
-4085 -992 1981 0
-3218 -2704 678 0
-4189 -2098 3309 0
-840 96 1164 0
-4178 -2867 -2145 0
-3738 -1705 1825 0
-2302 -482 -275 0
-4047 -3204 -2587 0
-4409 2561 3228 0
-4078 752 3415 0
974 3831 3836 0
-4428 -175 2921 0
-4053 -998 1364 0
-3122 547 1202 0
-3510 -739 3740 0
-3794 -2267 4257 0
-2215 2084 2221 0
-3889 -1629 204 0
-4056 -1746 2806 0
-2359 945 4383 0
-3493 -3454 3589 0
-3684 -2037 4092 0
-3541 2659 2938 0
738 1184 1588 0
-955 1081 2910 0
1865 3976 4152 0
-4042 -785 -260 0
-292 3226 4321 0
715 1395 3605 0
-1901 1973 2505 0
-1449 1363 3595 0
-4379 -4125 1950 0
809 1964 3710 0
-3937 211 476 0
-4223 -2386 1334 0
-3138 -3029 1069 0
-4084 -1668 93 0
1759 2071 3976 0
-2892 -645 580 0
-2793 199 1123 0
353 2176 3715 0
-914 -466 4206 0
-2127 343 1046 0
-3291 -3082 -1783 0
-1973 -1746 -496 0
-3470 22 2934 0
170 2626 2994 0
-2018 651 767 0
-3035 -1860 -552 0
-4395 -3231 -1789 0
-3273 -3088 -844 0
357 2428 3028 0
1414 3004 3259 0
1931 3012 4366 0
-40 422 1182 0
-2790 2374 2401 0
-1331 -1271 -343 0
-2559 -1590 2155 0
-3255 -2882 25 0
-861 -19 862 0
-3846 837 2372 0
-1657 381 716 0
114 1597 4348 0
-3051 -2795 2894 0
-1296 1925 3816 0
-2582 -5 861 0
-3614 -710 919 0
-34 382 642 0
-4114 -2399 2511 0
-1475 -449 3963 0
-3073 2369 4221 0
-3750 -2486 1048 0
-2354 2724 3143 0
-1366 -652 2122 0
-1866 1918 3005 0
-2597 2273 3186 0
-2192 1035 3312 0
-3517 -2981 -2252 0
-3869 -1766 -1528 0
-4307 -2123 3844 0
-1555 645 968 0
-1766 -696 2554 0
-1782 395 4075 0
-1065 3321 3644 0
-3889 -1583 1290 0
-4417 -3637 -1276 0
-4477 -3404 982 0
-4116 -430 1041 0
-1588 -818 1865 0
-3208 3131 4408 0
-3789 1258 2257 0
-2061 -850 4382 0
767 1145 4013 0
-2012 -864 -111 0
432 1381 1829 0
-3397 -3062 -1792 0
-1895 547 648 0
-1711 3810 4431 0
-2418 1506 3908 0
-2430 1020 1444 0
-3155 -721 2649 0
-4475 -1649 712 0
-2220 190 1727 0
-4204 398 832 0
-3414 1250 1315 0
-2688 -2437 47 0
2801 3491 4308 0
-3070 576 1257 0
-3453 -1520 -537 0
-2688 -2657 4379 0
-330 840 3793 0
-1385 850 3611 0
59 1218 2649 0
-4307 -3898 4234 0
-4205 -1102 -374 0
-2673 -1810 1501 0
-456 849 2191 0
-3245 -3171 3678 0
-4405 -3434 3844 0
-774 1850 3196 0
-1967 3208 3772 0
-4312 -1989 1973 0
-4250 -2112 -1613 0
-3496 -2345 2677 0
-2817 1614 2598 0
-253 1309 4373 0
-2258 35 2535 0
-1225 1433 3306 0
-381 2035 3641 0
-4326 2298 3396 0
-3562 1920 2267 0
-4495 -2589 2346 0
705 1223 3148 0
-3323 1899 2066 0
-671 303 1103 0
-344 -204 -124 0
-4324 -4321 -4226 0
-2622 1380 2710 0
-4164 -1504 3966 0
315 3392 3780 0
-973 -310 1393 0
-456 -27 4019 0
-3347 53 910 0
20 981 2686 0
366 2519 3506 0
396 1176 3088 0
-1577 -100 2550 0
-4356 -2401 -1270 0
-3409 -376 1291 0
-2957 2837 4035 0
-4178 -942 1349 0
-2881 1340 2234 0
418 2251 3277 0
-203 -48 559 0
-3584 -741 632 0
-3153 392 2070 0
-4426 -387 2752 0
-577 -514 598 0
-2585 1336 3456 0
-3651 -187 4429 0
-1934 -929 -888 0
-4052 2204 3143 0
-133 661 4077 0
-3060 -1705 406 0
-1501 1592 2355 0
-3387 1018 4232 0
-1713 896 3057 0
-3311 -74 3710 0
-3297 1091 4439 0
-4063 2041 4416 0
-428 2016 3485 0
-3219 -393 3634 0
-3279 224 3734 0
-4031 -2932 -102 0
2953 3767 4260 0
-3435 543 1461 0
-4491 -4475 631 0
714 833 2341 0
-2318 -1930 841 0
-2925 -469 3637 0
-3610 -3420 -2609 0
-957 2341 4057 0
-459 3309 3330 0
-2175 2460 2674 0
-2974 2169 2250 0
-3038 -409 2791 0
-4308 -2145 -2042 0
-811 2998 3231 0
-3000 147 1631 0
-1010 2664 4118 0
-4057 -2976 4175 0
-3505 -2191 2841 0
-3366 -1681 330 0
-3214 2288 3755 0
-4234 1311 3537 0
-3727 -871 2036 0
-4271 47 1151 0
-4095 2048 4029 0
-4292 -971 4482 0
-4415 -105 1254 0
-2292 2691 2885 0
-2996 -1979 1262 0
-4099 2896 3229 0
-3280 -430 -232 0
-4226 -2933 -2348 0
-3903 -3480 3316 0
-1147 2700 3767 0
-1092 -529 2100 0
-2335 312 3131 0
-1993 1496 4210 0
-2602 2452 3064 0
-4297 -479 1296 0
-259 779 4032 0
-2945 -120 2245 0
92 227 2052 0
-100 1841 2074 0
-3281 -552 3835 0
-3071 1598 4008 0
-3942 -878 4412 0
808 3935 4234 0
-3915 3912 4277 0
-3590 -542 2458 0
-959 2888 4495 0
-2146 1168 1229 0
-4169 -3548 565 0
566 1435 2775 0
-2749 -1077 1723 0
-2152 -198 1426 0
1256 2077 2212 0
-2542 509 1574 0
-3256 -3046 4307 0
-4300 -2174 -514 0
-3461 297 2252 0
-4440 -4298 -3065 0
-2374 2422 3064 0
-1465 884 1595 0
-4057 3417 3590 0
-703 3690 4267 0
591 1901 2240 0
-4078 -3749 368 0
-4241 -4239 -1340 0
-3236 370 3384 0
-2893 -1445 -10 0
-234 570 1209 0
-209 14 2605 0
-4195 -2785 159 0
-2801 -362 -84 0
-4360 -3341 3656 0
-806 86 4478 0
-4098 2226 4074 0
-2560 3657 4489 0
-979 3102 4407 0
-4266 -2424 3732 0
-4460 323 4198 0
-1537 1220 3682 0
-4434 -4235 1799 0
-3342 1874 2558 0
769 1505 3339 0
-4237 -3904 2619 0
-2106 2845 3928 0
-2518 -802 -772 0
-432 852 3472 0
-2031 -1814 3376 0
-4286 -748 3877 0
-1275 1383 2561 0
-4479 -29 1181 0
-302 3282 4116 0
-3795 -2584 2071 0
-4108 427 2291 0
362 1472 3079 0
-4448 -4139 2883 0
-3370 -34 1469 0
-2953 -2182 -683 0
-2388 2818 3919 0
-3719 1021 4413 0
910 1423 3129 0
-2891 -2516 235 0
-3471 -330 2595 0
-4180 -2796 -2561 0
-3442 -2828 2749 0
-1227 3144 4425 0
-1883 3138 4291 0
-4065 593 2604 0
-90 1985 3690 0
-247 298 3729 0
-3910 -2456 -43 0
866 2116 2705 0
-3498 834 1963 0
-3583 -854 1878 0
1875 2238 2657 0
-3487 -3485 -48 0
-2454 967 2253 0
-3061 -1546 1129 0
-3214 -2077 4299 0
-307 1070 2214 0
-995 424 2369 0
735 817 1504 0
-1896 654 3447 0
-3279 -3133 -2593 0
170 726 3410 0
-2710 623 1430 0
-2963 -2568 2728 0
-4356 1020 1145 0
3317 3898 4453 0
-2782 -1669 -1269 0
-2500 750 3777 0
-37 3233 3647 0
-4169 2967 4043 0
-1892 1418 1507 0
-2756 -2245 -1629 0
-3716 -2301 332 0
-485 161 1661 0
-1076 1099 1948 0
-2575 835 3333 0
-4165 -2925 -1883 0
-217 3069 3239 0
-1714 2974 3621 0
-3044 558 3830 0
-3965 433 1821 0
-1711 3554 4453 0
-1564 -870 3959 0
-2177 32 2274 0
-4148 -175 3231 0
-3706 -335 -88 0
-1143 -641 1744 0
-1953 -814 3935 0
-2294 2303 3410 0
-3615 -402 884 0
324 1060 3173 0
-2972 -2666 3766 0
-3640 -3500 3282 0
-2971 -1637 2069 0
-940 3412 3973 0
-518 2996 3922 0
-1774 -1147 -712 0
-2520 1355 2569 0
440 1592 2491 0
-4179 1201 1715 0
-1851 627 4196 0
-1959 -1714 1018 0
1001 1755 4103 0
-798 1993 4476 0
-2471 -2116 334 0
-3061 -1892 1048 0
-4471 1876 2287 0
-3093 -1182 4006 0
-3533 -1390 1838 0
-2265 466 2857 0
-637 -57 156 0
-3016 -480 -248 0
-1999 1787 2221 0
-4311 2062 3216 0
-3136 702 2290 0
-3534 -2544 1684 0
-1543 492 4246 0
-4475 -2988 -308 0
-4217 -466 2437 0
-3639 -1625 -1446 0
-4137 -758 3587 0
-1665 -740 3018 0
1686 2882 4382 0
-577 -445 4436 0
-2548 -1489 1769 0
1722 3583 3714 0
-345 2370 4484 0
-2238 -1408 1881 0
-3133 570 2000 0
-2986 -1353 1306 0
-4449 -2279 524 0
-3567 842 1053 0
-2227 -2187 -1543 0
-770 3190 4005 0
-1801 2693 3932 0
-576 2301 2752 0
-3210 676 3093 0
-1744 -1242 53 0
-2959 661 1777 0
-986 1152 3655 0
-2124 2408 4357 0
-3239 -2989 -1783 0
-129 2800 3785 0
-192 1438 4447 0
-4251 689 4366 0
-3313 -2371 2441 0
-699 49 3344 0
-1443 177 1284 0
-3909 -2841 2127 0
-4057 -430 4385 0
-752 1820 2716 0
-4212 -4070 1676 0
-1598 313 2594 0
-3825 -3568 886 0
-44 851 4376 0
-3176 -445 1380 0
285 1209 2765 0
-2534 -2511 695 0
-2216 2608 4371 0
-2356 319 3914 0
-4402 -2547 2206 0
1598 2007 3781 0
-4174 -1310 2013 0
1556 3776 4392 0
-2056 -2002 -1806 0
-2994 107 2323 0
158 2117 3486 0
-3974 3017 3193 0
865 1207 2544 0
-4063 -3689 3289 0
-1990 298 2195 0
-3919 -3778 -1088 0
696 1925 2206 0
-4484 -3720 1206 0
-2200 -1612 975 0
-2157 305 3507 0
-2390 2827 4449 0
-3730 -2947 2866 0
-1465 2172 2738 0
-1059 1744 3091 0
-3416 -3012 3511 0
-682 1152 3017 0
-1898 -785 -567 0
-295 1554 2110 0
-4281 -17 3845 0
-4192 -90 808 0
-3871 3057 3376 0
-1767 -1244 93 0
-1557 -1 3300 0
3675 4130 4275 0
-2746 -279 -207 0
-1631 2246 4093 0
-3369 -2763 -674 0
-2763 -959 3913 0
-2180 498 3191 0
-1163 -1044 601 0
-2347 -1292 1891 0
-1954 3139 3565 0
-1771 2047 3772 0
-4092 -3199 2163 0
-3860 -2989 -2293 0
-4151 -3827 2234 0
-4401 2096 3348 0
-2554 -401 3933 0
-4365 61 2718 0
-3447 -2124 985 0
-3418 2349 3868 0
-4032 -3061 -1851 0
1913 2690 4283 0
-3267 -867 417 0
-2485 -1590 4276 0
-3327 -1051 -622 0
-1536 153 4417 0
-858 242 893 0
2827 3563 4088 0
-3859 223 3919 0
-2906 378 1573 0
-4021 -1947 2805 0
-2558 -894 1407 0
-1572 -1453 -612 0
-1162 1898 3136 0
-3266 -1723 1973 0
-2749 3749 3891 0
-3617 2 3856 0
-3353 -2657 -2420 0
-4205 2611 3619 0
-2614 3673 4437 0
1179 3128 3231 0
-4240 717 985 0
-3068 -1 1267 0
-3886 -209 2192 0
-9 321 4320 0
-3867 -2855 3291 0
-3783 -2537 -470 0
-3774 -675 -84 0
-3099 96 3292 0
-1877 2949 3780 0
-4487 -4167 1396 0
881 1916 3361 0
-2959 3506 4245 0
-3109 1208 2387 0
-4362 -2179 -1960 0
-1114 -578 4310 0
-884 1886 2380 0
-4447 -2095 -88 0
-3048 -1946 1807 0
-2437 3031 3519 0
-2106 41 2042 0
-1023 2465 4200 0
-124 1366 2847 0
684 1698 3908 0
-3534 -2367 964 0
3359 4310 4450 0
-3261 2822 3450 0
211 1468 2208 0
-2975 -1367 4159 0
-1818 -876 -492 0
-4430 -3393 915 0
-954 880 4441 0
-1419 1195 3084 0
-3765 -2694 3465 0
-3945 -1295 -536 0
-270 620 3971 0
-318 2648 3024 0
-3987 -2110 4368 0
-335 448 2655 0
-1124 -527 1968 0
-1493 730 4213 0
599 1158 2896 0
-4485 -221 4254 0
-183 407 1003 0
-4445 -3218 -1801 0
-1481 451 900 0
-3841 -841 2150 0
-3492 -937 4494 0
-2763 -1176 4026 0
-3178 -1419 2794 0
-2477 -366 1985 0
-3364 -1592 3818 0
-4349 -11 3104 0
-1005 1100 3529 0
-3722 -1767 962 0
-733 882 1629 0
-1702 -1437 4492 0
-4435 -4199 -57 0
-2052 1371 4374 0
202 465 677 0
-2514 522 4069 0
-3989 -1774 789 0
-3992 -2507 2758 0
1071 2070 3076 0
-3692 -2036 3275 0
-475 260 2032 0
-3481 173 2122 0
-3090 -1075 3245 0
-4030 -3324 1579 0
-3341 1895 4033 0
-2778 -1821 3687 0
-1828 4200 4302 0
-3292 1393 1656 0
-496 1226 3003 0
-3166 821 2454 0
775 1470 3290 0
-4360 -3060 1060 0
-3073 -2890 1250 0
-4061 -2731 349 0
-193 1506 1794 0
-925 2084 3205 0
-3521 -1487 -186 0
-2230 287 1544 0
-778 566 2355 0
812 961 2619 0
-2297 769 1492 0
-2950 2275 2674 0
953 3144 4370 0
-2013 1532 2817 0
682 1492 3734 0
-2368 871 2098 0
530 2204 2940 0
-3287 -2450 2021 0
-4366 -1131 4173 0
-933 1899 3444 0
-4036 3090 3257 0
-1029 86 3018 0
-3922 3350 4119 0
-2213 -1573 -563 0
-3464 -2736 1585 0
-1179 -184 1640 0
-84 138 1996 0
-4053 -2258 -1636 0
223 2755 4057 0
-3969 -1589 739 0
-47 405 3325 0
-1035 -729 3129 0
-2858 824 2569 0
-4296 -2329 3188 0
-2402 1550 3325 0
-4325 -2044 139 0
-4309 2192 2224 0
-3898 -853 1868 0
-4331 -4168 2391 0
-703 141 422 0
-1671 3021 4032 0
-590 208 2741 0
-1974 208 3396 0
840 3971 4182 0
-395 2223 3953 0
-1826 -1530 3983 0
2306 2372 4265 0
-1558 -811 2980 0
-2764 -1097 4117 0
-1616 -139 818 0
-2669 -927 1428 0
-3124 3159 3748 0
-4322 -503 2015 0
-4116 1461 3674 0
-3475 -2018 1658 0
-2630 -2426 3228 0
1645 2144 2903 0
-4253 -1743 4324 0
-3805 1219 1522 0
-1463 -899 1406 0
-1243 -565 3068 0
-4453 -3246 -827 0
779 2630 2919 0
-2872 -217 2212 0
-4134 -3304 1870 0
314 1044 2629 0
-697 -659 1009 0
-1753 -897 1123 0
-4187 3586 3613 0
-4167 -3362 2505 0
528 2328 3187 0
-3906 -1929 -1671 0
1005 1462 3976 0
1826 2722 3710 0
2313 2449 3215 0
811 2721 3872 0
2151 2158 2960 0
-3514 -147 1139 0
-4003 1572 3551 0
-4363 -3869 -1583 0
-3162 -1778 3835 0
-2501 -1295 2425 0
-3737 -165 3854 0
-889 3266 3720 0
-3045 -1524 1795 0
-4500 -4453 -1654 0
-3616 -1175 -644 0
-4384 -4373 1508 0
-2696 -2025 4182 0
-3182 -2541 1624 0
-3477 -3143 4154 0
-2902 -2370 3178 0
-1564 -1051 4494 0
-2613 -2192 695 0
-2287 455 1561 0
-2693 -1474 1679 0
-3678 -2162 -1996 0
-4160 -3767 -1075 0
-2771 -2481 -483 0
-2915 1825 2389 0
-1676 3448 4143 0
-1918 -1803 1416 0
-1118 24 1838 0
-2333 1557 3602 0
-2213 -843 330 0
-1279 -1209 -508 0
-607 1485 3976 0
-4260 -3093 -2844 0
-1569 1983 3743 0
-3211 -2985 3697 0
-1986 -959 -462 0
-3634 -3087 -2720 0
-4080 -3314 -864 0
-2866 -1769 2493 0
-2380 -1353 1352 0
-1397 2167 4007 0
-3575 -2159 -110 0
-4416 -3954 750 0
-3717 -671 999 0
-1429 -916 3268 0
-893 733 3460 0
-642 -411 231 0
-3857 -2819 2615 0
-3260 1100 1534 0
-610 623 2898 0
-940 3887 3914 0
-3557 -1681 802 0
-3614 -3176 1038 0
-4223 -3563 -3538 0
-1612 -1516 -630 0
-3976 -1118 1842 0
-2635 3096 4473 0
-4404 -1242 1020 0
-3051 557 2516 0
-2458 -827 324 0
-719 631 2326 0
-1690 2132 3433 0
-4117 1291 3533 0
-2187 2638 4344 0
-4161 -3775 2706 0
-663 185 4008 0
-2795 -316 972 0
-2503 -2468 4062 0
-2374 -779 46 0
-1320 4118 4421 0
52 1084 2891 0
-2550 -2508 -640 0
-1089 3675 3939 0
-3069 -1815 680 0
-3819 -3777 -3690 0
250 312 4367 0
-1554 2730 4258 0
-3411 3704 4128 0
-1247 -419 1403 0
786 3653 3967 0
-2709 -407 2776 0
-2351 -1722 978 0
-3023 3802 4460 0
781 1248 4001 0
-1548 668 1495 0
-2151 -718 2170 0
-2010 358 3533 0
-3476 -3375 3834 0
-2427 -2144 -481 0
-1323 3867 4285 0
-3797 2924 3381 0
-3945 -3071 -2179 0
1188 2456 2951 0
-1789 -1086 -262 0
-3886 -144 3552 0
2119 2867 4046 0
-2458 -2000 -1724 0
-3897 -309 1182 0
-4371 -539 3971 0
-1319 -1196 4259 0
1072 1392 2782 0
-3913 586 2561 0
-1417 -720 -477 0
-4334 2987 4224 0
-3941 -774 2182 0
-3914 367 2667 0
-4500 390 2104 0
-1689 982 2869 0
372 1298 2231 0
-3887 -3319 -2324 0
345 2732 3906 0
-3642 -2225 1649 0
-3000 -473 1912 0
-2887 -866 3170 0
-3843 -494 1690 0
-2740 3477 4248 0
-3715 1894 2489 0
-2837 2713 3922 0
-3308 -60 3026 0
-3565 -2812 -2607 0
-579 -67 3569 0
-2992 -2354 4408 0
-2421 -1392 3681 0
-3940 -2931 -46 0
-1554 1662 2400 0
-3683 -315 2205 0
-3860 1474 3338 0
-1978 -1661 -1578 0
-596 3277 4211 0
-3847 -1956 1009 0
-4133 -163 2691 0
-1806 -607 2474 0
246 1245 2738 0
-1947 -1693 3444 0
-2984 -765 3794 0
-663 26 2725 0
-2118 33 354 0
-4421 307 2030 0
-2163 -1815 4021 0
-3473 1076 1355 0
-1343 404 2519 0
-2935 2241 2428 0
238 2033 3035 0
2185 2239 3890 0
-4156 -1915 3026 0
-3750 1502 2146 0
-2919 -1633 891 0
-1362 2215 3765 0
-457 1678 4130 0
1457 1534 2117 0
636 4043 4136 0
-1717 876 3334 0
-2512 -473 2462 0
-431 1603 2989 0
-1014 2576 3761 0
-3122 -2234 1875 0
-3390 -1097 3127 0
-1315 2073 2533 0
-854 -642 3115 0
-2366 -849 -230 0
-2344 -1054 -780 0
-2634 -8 1504 0
-2178 -702 1866 0
-1823 -1522 -1421 0
535 4075 4263 0
1913 2159 2830 0
-3135 -2229 -2102 0
-3156 -3111 3363 0
-2954 70 4418 0
671 2438 3027 0
-3077 -1073 787 0
-1647 -1371 1898 0
-1361 2107 4119 0
461 1370 1407 0
916 1509 4307 0
-3901 -3403 2041 0
101 3080 3233 0
-3634 1922 2111 0
-1648 172 4102 0
360 2049 4253 0
-3943 -3079 2058 0
-3097 -2693 -266 0
-2416 -1551 -69 0
-2296 3436 3589 0
-3208 154 2060 0
-1693 -830 3886 0
-3154 -2078 -279 0
1015 4043 4067 0
-3368 1846 2241 0
-2671 -792 4394 0
-3134 340 1714 0
-3093 -2154 -441 0
-541 3765 3984 0
-3891 -3854 511 0
-721 335 3532 0
817 1534 2840 0
-3584 1908 3719 0
-2497 -514 4488 0
584 2957 4388 0
-2136 -1484 3464 0
-4125 -3261 -2713 0
-4473 -152 -72 0
-2996 2450 3534 0
-2755 1992 3586 0
-1629 944 4106 0
-3775 26 2746 0
-2328 2614 3092 0
-3542 -3141 -1931 0
-4122 242 2918 0
1648 1873 3731 0
-2429 -2063 2060 0
-4255 -1804 755 0
2216 2884 4432 0
2663 3367 4141 0
-3597 -1787 -1355 0
-2568 -838 3646 0
-546 77 3059 0
-1190 -429 3115 0
-1678 -906 562 0
-572 -525 926 0
-2928 1721 2375 0
-2330 339 2106 0
-2797 -920 4434 0
-3337 1145 4221 0
-3089 -445 2562 0
-2826 -691 1131 0
-2993 2385 2491 0
2820 3402 3498 0
-4454 -100 -18 0
-3500 -1866 3019 0
-3531 3884 4353 0
-3654 -3112 525 0
397 1813 2711 0
-1454 -1199 4011 0
17 2641 4471 0
-4014 -3598 1032 0
-3826 -1584 2089 0
-2517 -2317 4196 0
-3127 -2653 1304 0
-2013 1509 2848 0
-285 2757 3402 0
-3781 1468 3766 0
-997 -665 1939 0
-3514 1162 1322 0
-859 -411 3369 0
-916 889 1077 0
-2402 1963 2789 0
-2054 -1786 2061 0
-1936 1012 2679 0
-2710 -571 4269 0
-2887 1957 4038 0
-3563 -186 2674 0
-336 1104 3484 0
-3915 -3483 -2037 0
-3321 312 3893 0
-2665 3028 3467 0
-1507 4158 4215 0
-3323 -1188 2533 0
-1412 -1371 543 0
-2911 -1043 3659 0
-3345 -2558 -166 0
-4271 -4054 -3549 0
-3304 -2896 4140 0
-1647 -493 3711 0
118 473 2868 0
-24 3204 4180 0
-1977 809 1165 0
-1976 -428 701 0
-916 -237 3259 0
-4436 1228 4179 0
-1640 -1184 -169 0
-166 2103 4242 0
-401 337 2906 0
-2934 -2834 -168 0
-3839 1541 3602 0
-3378 -2324 864 0
-4071 -2619 4234 0
-3416 -849 673 0
-3072 -703 3698 0
-2197 343 3162 0
-683 1216 3407 0
-4316 774 2089 0
-3206 -3008 905 0
-4175 -2581 -719 0
2850 2885 3537 0
-4095 -1205 67 0
-3380 107 1617 0
-3191 -3015 2953 0
-4068 -2752 784 0
-383 2730 4179 0
-521 -164 3745 0
-1625 445 1478 0
-2705 -1417 3486 0
-1227 864 1519 0
-4002 -1705 -1317 0
-1541 -694 3396 0
-4001 -957 2593 0
-3673 460 595 0
-1984 1030 1655 0
-2353 -1312 719 0
-3680 -3238 1502 0
-2101 266 458 0
-3175 -1015 426 0
-3076 -1116 89 0
-4112 1409 1859 0
-3897 -3221 -2604 0
-3682 -1741 -458 0
-2865 -1630 2027 0
-3832 -3730 -1029 0
-581 2631 4240 0
-803 3350 3496 0
1649 2151 4261 0
2740 3425 4258 0
-4276 -2076 184 0
-3759 -1293 -411 0
-3619 -3452 2682 0
-3164 -720 -525 0
-3234 -1714 -969 0
-4430 -1679 -1242 0
-2992 -1605 -869 0
-302 2030 4403 0
509 2480 3707 0
1109 3068 3326 0
-3252 -1327 4240 0
-1702 -265 1635 0
-3809 2487 4391 0
-1271 1103 3605 0
-113 1100 4488 0
-3272 997 3251 0
-1290 1323 1892 0
-2908 -1727 3121 0
-2663 1126 2310 0
-2936 -2846 3611 0
-426 266 1460 0
-3594 -1860 3354 0
-3675 -365 1781 0
-3293 -151 2633 0
-3929 927 2809 0
-2302 2034 3492 0
318 3510 4172 0
-3058 2614 4205 0
-2327 -1049 1707 0
-1496 2065 3184 0
-3097 -2076 44 0
-156 1145 1866 0
-1768 -1151 -1109 0
-2792 2327 2867 0
-1535 719 1286 0
-3244 -2850 2593 0
1289 2637 4240 0
1391 2281 3857 0
-3907 3694 4491 0
-3378 -1698 2323 0
-485 1225 2304 0
-3783 -1129 -49 0
-3183 -996 205 0
-1951 -1797 1460 0
-2077 -1780 333 0
-2659 3392 3989 0
1995 2351 3705 0
-1376 1086 2627 0
-4452 -323 1439 0
-3382 -2109 -1324 0
-3488 -1138 1152 0
-412 1738 3728 0
-2449 3078 4232 0
-3711 3932 4014 0
-4022 -911 2022 0
567 1167 1650 0
-237 935 1007 0
-4455 -3458 -3427 0
-4392 -3048 2917 0
-1952 -719 2324 0
-1344 -1256 -968 0
-2844 -719 263 0
-148 1261 2310 0
-4399 -1374 4199 0
-2501 2480 3733 0
1554 1861 2381 0
-4379 1645 4303 0
-1463 -1403 1723 0
-485 -177 4245 0
-3601 -3596 -2293 0
-4469 -2961 2997 0
-2252 -747 2634 0
-1391 -283 2299 0
1451 3819 4271 0
-2841 -344 814 0
-1819 -624 3566 0
-896 -728 2481 0
-1956 -1504 4494 0
-1116 3170 4172 0
-1427 320 3694 0
-669 1330 3747 0
-1272 -762 3447 0
-3139 -1776 507 0
3177 3271 3759 0
-2957 -916 1965 0
-4283 -1449 3495 0
