c minisat_input_format
p cnf 4500 8000
-1778 612 1136 0
-691 2298 4460 0
-4176 -504 -314 0
-527 315 2766 0
-3337 -1945 -1135 0
-3172 -523 2231 0
-2661 1499 2671 0
-4197 -1659 3783 0
-3643 2304 3689 0
-2908 -1155 -1152 0
-3661 -2937 977 0
-29 83 3346 0
-3044 -1188 3517 0
-849 -580 1046 0
-4290 -2114 -1335 0
-595 1402 3896 0
-3232 -1246 1310 0
-3788 -1883 -927 0
-2317 -939 2914 0
-1000 1555 1807 0
-2905 969 1333 0
-4155 -1813 534 0
-4482 1966 2163 0
-1489 -538 2407 0
-3800 -115 173 0
-859 651 2388 0
1317 3706 4299 0
-4466 1749 3109 0
-4087 -2014 2839 0
-3588 -690 -316 0
-3310 -2767 1646 0
-1213 608 4245 0
-2501 -1420 241 0
49 1800 2613 0
1 1412 3421 0
-2766 -1992 2814 0
-2945 -320 1176 0
-2396 -791 2223 0
-3859 -1234 3817 0
-2599 -884 -203 0
-3846 -1650 3646 0
-3490 -1368 1463 0
-2608 -2048 1333 0
330 387 1375 0
-823 -385 2557 0
-3866 -3677 2387 0
479 1731 3219 0
1135 1299 3737 0
77 602 831 0
-2602 621 796 0
-3113 -245 1399 0
-2376 1818 3000 0
-2966 -1310 1851 0
-3748 -1559 837 0
-2519 -904 2552 0
-2508 -2161 -1894 0
-1 916 2352 0
-4325 -3317 -645 0
-1196 2811 4131 0
-973 813 3970 0
-4038 915 1338 0
-2849 -1003 3560 0
-4407 -951 2150 0
-2247 1518 3809 0
448 965 1627 0
-972 642 1577 0
-2357 3229 3977 0
1104 2739 4333 0
-2353 36 2103 0
-3992 -2892 3035 0
843 2017 2967 0
-2325 686 2162 0
-3942 -3460 1433 0
167 3428 4087 0
-2678 -878 -510 0
-2363 3631 3747 0
-1413 469 537 0
-4382 -1832 175 0
-2052 2191 2915 0
-4011 973 2303 0
-3700 -424 3931 0
-3768 -3098 -2505 0
423 660 3511 0
-3757 333 891 0
-4155 -1811 3830 0
-4468 841 4171 0
-710 1203 2179 0
-3384 -2104 3032 0
-3678 2449 3698 0
-1454 -383 -342 0
-2614 -190 3113 0
-1476 2090 2185 0
-3183 -1630 1476 0
-3307 -3283 1011 0
723 889 2410 0
-3442 345 2653 0
-809 130 1747 0
-3442 -2696 951 0
180 557 3744 0
-4237 -3820 -591 0
-2676 -623 687 0
498 2763 4168 0
-4229 -4116 -3449 0
-3374 -2439 4028 0
-3719 -644 100 0
-3720 2055 2227 0
-1873 1793 2531 0
-2776 -1170 1534 0
-4003 -3252 1746 0
-4231 -3409 49 0
-3823 1820 2215 0
-3433 1148 2565 0
-3811 -917 1552 0
-1097 1204 1220 0
3354 3612 4490 0
-2018 -864 4118 0
-4423 -3044 1671 0
-4183 -3396 1595 0
-3056 130 3328 0
-3951 -3816 577 0
-2855 -1077 656 0
-3292 -2246 1430 0
1894 1988 3169 0
-4009 -176 3865 0
-4299 -2548 -105 0
-3627 -3439 1579 0
-1453 489 2790 0
-4106 -814 4123 0
-2966 -465 -238 0
1988 3215 3644 0
-4120 -2282 -182 0
780 1136 4124 0
-3776 3150 3960 0
-3303 507 1307 0
-4100 813 3605 0
-3685 2747 3743 0
-3602 85 2003 0
-3011 -2383 1896 0
-3835 -3737 -3091 0
912 2143 2579 0
-119 3618 4475 0
-2223 1151 4410 0
-1898 -985 -406 0
-235 1382 2921 0
-2650 -354 1016 0
-3584 -2936 2341 0
1357 1690 2087 0
831 2466 4177 0
-2473 757 4243 0
-2717 -1891 2456 0
-3240 -1415 1145 0
3552 3579 3583 0
-2566 -1987 826 0
-2520 -2122 32 0
-4414 3613 4494 0
-2090 3032 3227 0
-1083 675 4364 0
-524 3753 3967 0
-2442 117 1978 0
-1920 -625 3928 0
-3916 -1913 662 0
-3326 1333 1366 0
-3682 -2784 3657 0
1664 3033 3711 0
-1163 490 680 0
-3448 -3106 89 0
-4475 2933 3461 0
-784 1437 3746 0
-1946 2090 2189 0
-3220 778 4266 0
-4285 -2365 1387 0
-3187 376 513 0
-2102 -368 3102 0
-3304 -973 -894 0
-1659 2611 4088 0
-4124 -3100 1389 0
-187 2672 3920 0
-4259 -1850 -1162 0
-3732 -225 1382 0
-3970 -2445 3696 0
-3285 -2357 2517 0
-3603 466 890 0
-3962 1275 3505 0
-3367 -2472 2447 0
-4208 -2902 843 0
-3711 -629 -232 0
-4133 -3137 4276 0
746 3367 4118 0
-2497 -819 -105 0
348 1203 4085 0
525 722 3779 0
585 609 1903 0
-1185 -853 184 0
-3000 -2672 1094 0
-2739 -895 -819 0
-2405 1426 3934 0
-2668 -319 1725 0
635 1235 4281 0
-4199 -2643 840 0
-1074 -711 2302 0
-3953 464 2799 0
-3014 1618 2100 0
-1703 -701 2317 0
735 899 1718 0
-3167 2587 3267 0
-3746 -3119 4123 0
-4056 -3396 1768 0
1441 1816 3424 0
-1389 149 1011 0
3061 4265 4341 0
-3184 -1314 416 0
-3004 -2555 124 0
928 2343 3068 0
-4382 -3823 -3501 0
-4103 -2382 2255 0
-2781 -940 2842 0
-3789 -1228 1255 0
643 3811 3917 0
-4161 -2975 178 0
-2768 -2670 -165 0
-796 3491 4380 0
-3726 1583 3170 0
-739 111 4342 0
-4185 -2254 -304 0
-2125 -2053 427 0
-2662 -818 2042 0
944 3070 3405 0
-4175 -3955 -2086 0
-1853 453 1998 0
-4086 -1297 -797 0
-1057 1659 3415 0
-950 1560 3611 0
-1829 -1546 -964 0
-772 -581 1916 0
-4323 -3373 -877 0
-4369 -1952 1238 0
-1626 -554 507 0
-4466 1173 2291 0
-2407 2787 4187 0
-2180 1454 3274 0
-406 4227 4315 0
-3584 -155 3176 0
-577 -464 3609 0
-918 2597 3092 0
-3783 -477 4170 0
-1854 -1299 3656 0
1980 4273 4366 0
-3120 -593 2670 0
-1594 1300 1485 0
-2163 -252 937 0
-1958 -1577 1728 0
-964 -959 3871 0
-2902 2243 2803 0
-910 -387 2597 0
-459 924 3600 0
-3127 -2806 3379 0
-3735 -2419 2500 0
1332 3753 3781 0
-3602 3569 3758 0
-3360 2630 3906 0
-3405 1403 3042 0
-2299 1314 2539 0
-3748 1863 2207 0
-3593 2893 4302 0
-4097 -145 2347 0
-3114 -1900 787 0
-221 33 440 0
-224 133 1531 0
-1963 -1853 1858 0
238 1012 2343 0
-3203 212 1133 0
-3251 -3056 -2274 0
-3985 931 2725 0
1015 3461 3690 0
-588 513 2963 0
-3476 2791 3086 0
890 2347 3555 0
-2470 -2440 -436 0
-4080 545 4178 0
-3068 -2405 563 0
-1042 933 2844 0
-1018 679 3698 0
-4480 954 2793 0
-2149 82 1651 0
-2288 -370 4198 0
-577 2466 3903 0
-4071 -449 2759 0
-3629 -265 3486 0
-3743 2361 3045 0
-2644 -2525 2633 0
-2063 -1778 415 0
-3787 -657 4252 0
610 3580 3606 0
-4444 629 2215 0
-2797 158 2985 0
-2710 -2185 -869 0
-2700 282 2027 0
-261 2668 4420 0
-2557 -1485 2415 0
-1710 -345 498 0
-4413 -2869 -702 0
-1929 3264 3577 0
-3390 632 685 0
-465 1605 2591 0
-2046 2526 2805 0
-3074 -1525 3883 0
-2214 -1146 581 0
-2665 -1136 -193 0
-3538 -583 1108 0
-1304 -654 -122 0
882 3481 4380 0
-4381 -2218 -2012 0
-1364 316 3361 0
-3706 -2972 495 0
-4248 -3769 688 0
-2989 -2195 1471 0
-2158 -760 -686 0
-2770 -2356 -1439 0
-3274 -664 3646 0
-4065 -3489 1501 0
-2502 -1500 -378 0
2048 2421 3907 0
-4481 -557 3384 0
-3844 -2215 -318 0
-3762 -3106 -604 0
-3427 -1743 -539 0
125 479 2445 0
-3607 -3252 3734 0
-2457 3177 3968 0
-854 1131 3955 0
-4311 2216 4076 0
-962 -519 1467 0
-1826 2575 4098 0
307 3054 3977 0
1645 2350 2580 0
-80 1 1266 0
-3869 118 3273 0
-3851 -1111 3025 0
-756 -626 1843 0
-1598 -1316 3509 0
-3656 1698 4128 0
1030 2478 3474 0
-2995 -1678 3590 0
-3835 -2113 -294 0
-486 -428 3574 0
-2701 1553 2718 0
-3605 -2308 1272 0
-1577 394 1180 0
-4042 -2728 -203 0
-3759 -1310 -366 0
-1877 3996 4296 0
-3109 93 1042 0
-2551 -2052 827 0
-4101 -1753 3305 0
254 2862 3502 0
-1001 2569 4019 0
-3429 -3288 -731 0
-1067 -133 3242 0
-1418 -785 -441 0
-4479 -2682 491 0
-2246 1756 1970 0
-4047 -3658 -1232 0
-2339 -1184 -894 0
-2080 -863 3192 0
-4171 -1556 1240 0
-2089 -2068 -1008 0
-478 2612 2750 0
-3684 -3564 -8 0
-3717 717 2930 0
-1396 2141 3857 0
-3142 -2743 -2706 0
-2425 979 3959 0
-4325 -788 1431 0
-1038 1970 2644 0
636 2586 2720 0
750 1531 1934 0
-983 843 2591 0
-3159 271 4427 0
-4196 -2381 322 0
-4216 -1394 4310 0
-3064 -1589 1811 0
-3417 -2875 3383 0
152 731 1366 0
-3086 -702 3239 0
-3809 -2807 -462 0
834 3132 3684 0
-2894 -2890 2450 0
-2231 1431 3844 0
-3475 -11 1629 0
1542 1699 2708 0
-3722 -2788 3325 0
-2006 1263 2013 0
-705 -601 3221 0
-3564 -2247 944 0
-3263 1671 3938 0
-4355 -3468 3949 0
139 604 2250 0
-3496 2134 2686 0
-3602 -475 2561 0
-1757 -1065 1916 0
-306 1410 3000 0
-3567 -3007 3040 0
2459 3206 3851 0
-662 -301 2500 0
-1078 -322 1219 0
-3958 1935 3616 0
-1793 -1300 2550 0
-3268 -2514 4020 0
-3698 -3632 3182 0
-2578 -1133 -1040 0
799 2490 3750 0
-1285 -502 4340 0
-3498 -3424 1943 0
-3130 -889 4099 0
-3157 1266 2096 0
-3662 2866 3485 0
-1283 -260 1838 0
-4198 -816 3974 0
-3371 2886 3516 0
-4114 -3505 -200 0
-146 -64 -6 0
2817 3940 4365 0
165 2615 4444 0
49 2886 2927 0
-815 227 3704 0
-2696 -1887 2816 0
-435 1963 3536 0
210 479 3743 0
-2284 -105 1886 0
-3585 -2600 -1473 0
2059 2264 2383 0
-3733 -686 2261 0
-528 149 2060 0
-1255 -699 -633 0
-3576 -360 3417 0
-1365 -403 3363 0
-2564 -1618 4404 0
1197 1848 1910 0
3116 3289 4253 0
-2186 2512 2578 0
-312 -267 3036 0
-2170 2234 2829 0
-700 1241 4289 0
-39 2591 3230 0
326 971 1714 0
524 1070 3262 0
-4426 702 4187 0
-2942 293 755 0
-1925 -1098 3010 0
111 1297 4031 0
-1879 -1025 3653 0
-862 -702 2323 0
-1100 1549 4340 0
-3407 1350 3696 0
-4405 -3140 2459 0
-1860 -1288 1275 0
-1308 -859 -710 0
2771 3439 4146 0
-1826 955 1594 0
-3288 -2281 128 0
-1502 -336 1446 0
-2726 -1719 3898 0
-255 183 1619 0
415 1197 3932 0
-3392 2064 2148 0
-2638 -466 2618 0
-3094 -1535 1047 0
-2807 -1750 1134 0
-2442 3838 4227 0
-3610 -1380 -289 0
-3794 -618 915 0
-3455 -1880 2355 0
-76 1801 3488 0
-3346 -1760 1900 0
-1474 -160 -47 0
-3936 -836 -457 0
-3412 -188 2572 0
-3391 1597 3362 0
-623 25 2857 0
-3769 -2380 1543 0
-1828 1389 3954 0
-3063 2747 3495 0
-1310 -1292 263 0
-3912 -3087 -2527 0
44 741 3865 0
-3805 -63 458 0
-2310 453 2039 0
-4240 -1182 2579 0
-873 -470 1984 0
43 1579 2431 0
-3891 -3523 258 0
-1579 3282 3829 0
-3171 -2500 3804 0
-668 1264 2405 0
-2896 -1229 -1171 0
-2871 289 1562 0
-1353 -1080 3637 0
-4246 1190 3439 0
-300 3374 4134 0
-3971 -2074 -1488 0
175 3888 4301 0
-4290 -1175 1576 0
-3980 -3887 -1473 0
-2539 -1453 -571 0
-1887 3868 4413 0
-551 1168 2797 0
1201 3675 3938 0
-4208 -734 2425 0
-3991 1743 3598 0
-4102 -4051 3620 0
-1228 560 1910 0
-4016 1875 2169 0
-3826 -1950 3906 0
-4097 -3932 -1483 0
-4037 -1665 -827 0
-4135 -3763 -84 0
-969 407 1390 0
-1707 272 3128 0
-4258 873 1418 0
-1344 -1336 2924 0
-3393 -1813 -1352 0
-3550 -3088 3346 0
-4452 -3456 3762 0
-3645 -764 1966 0
-1948 2881 4350 0
-4265 2399 4402 0
-2951 -2166 4059 0
-590 519 1315 0
-506 -131 136 0
-3271 -2561 1879 0
-1989 -1380 1622 0
-3908 -1130 3386 0
-3721 -1250 3478 0
-3447 -3256 -2636 0
-4266 -4035 694 0
-3787 832 1079 0
-4289 -68 3479 0
-671 44 3698 0
-3394 -571 1481 0
-1446 1531 1868 0
-3835 1722 4336 0
2346 4045 4345 0
-1961 2252 2865 0
-190 1631 4437 0
-2101 -1791 32 0
-1330 -535 1472 0
-461 3124 4020 0
-2008 -259 1917 0
2728 3535 4460 0
-2696 -2042 -549 0
-4180 -3895 1174 0
987 1262 3102 0
-3529 -2789 -1849 0
-2278 -355 2802 0
-3816 2307 3975 0
194 777 2611 0
-4136 -3299 640 0
-3019 -735 2074 0
-3247 381 1085 0
-3819 2264 2489 0
-4318 -2539 1855 0
-1593 -798 4112 0
-3307 -1937 -1912 0
-3215 -2267 1180 0
-1222 -690 2235 0
-4009 -1619 -553 0
-1731 -1176 370 0
-3906 -1831 3167 0
-2241 -939 1002 0
-786 1510 1961 0
975 3760 3804 0
-1709 -1666 -255 0
-3300 2929 4108 0
-1288 -1030 1441 0
-709 981 2455 0
-629 -118 3667 0
-3417 -2753 -2400 0
-1272 1384 2179 0
-2066 -1178 2736 0
-1768 3415 3482 0
-196 125 3537 0
1364 1454 4132 0
-4433 -3042 1854 0
224 1049 1919 0
-2257 -2221 -1138 0
1475 2386 2475 0
2275 3858 3886 0
716 1691 2367 0
-3883 -1763 2950 0
-328 2466 2532 0
836 837 3069 0
-1602 -403 3758 0
-2588 -95 4225 0
-3887 -2658 4012 0
-1185 2377 4075 0
-893 1635 3678 0
-3550 -2837 1631 0
-3943 -2540 1567 0
-388 -66 1886 0
-2174 -5 2237 0
-4226 523 1381 0
-3530 -790 773 0
-2100 441 1209 0
-3545 2483 2619 0
-3813 634 3927 0
-4066 -210 680 0
-1524 1291 4135 0
-4026 1611 3814 0
-3430 951 1380 0
922 1964 3493 0
-3173 1650 1679 0
393 1704 1829 0
-4048 -990 4151 0
-4337 154 917 0
-2663 3081 3844 0
-1002 122 645 0
-4174 -3879 1201 0
-866 479 1585 0
1831 1850 4044 0
-1042 -679 1909 0
-4470 -2242 3009 0
-3797 -3193 -817 0
-1964 1779 3613 0
707 1037 4226 0
-2936 -1263 -1110 0
-4095 -1334 1198 0
-3337 -1293 2883 0
-2486 2314 3054 0
-1410 724 3195 0
-4424 -2887 3000 0
-2842 -67 2688 0
3216 3464 3993 0
-907 2010 4225 0
-3965 -1437 2539 0
-21 121 500 0
-2626 202 720 0
-1315 2959 4160 0
-1472 -127 4143 0
-2878 3858 4114 0
-3159 -1631 3816 0
-240 674 2196 0
-1244 1399 2468 0
-1790 1193 2120 0
-2466 2506 3699 0
226 1209 4025 0
-2323 1529 3178 0
-2414 -1826 -1008 0
-3567 -27 956 0
-2216 -1433 1828 0
-4117 604 2973 0
-3623 -1618 2209 0
-4465 -537 2754 0
-4217 -1712 -1699 0
-1936 -87 3962 0
-2535 -158 2907 0
-4228 1639 2374 0
-4006 -1475 -361 0
1339 1880 3254 0
-3501 -430 1704 0
2383 2920 3898 0
-3605 -2578 3696 0
-664 1143 3981 0
-3945 -1905 1718 0
-4324 -3450 -2817 0
-52 2329 4348 0
2179 2924 3149 0
-429 1634 2773 0
-3216 2418 3951 0
-1534 2491 2648 0
-4428 -3128 3957 0
-3164 1491 3739 0
-2408 -978 4102 0
-1288 -271 1544 0
-1383 2618 3575 0
-1219 1297 2861 0
-2177 2042 3573 0
-2027 2042 4360 0
466 3761 4027 0
-3645 -2909 747 0
-981 -953 1296 0
-1291 3170 4305 0
-4422 -3870 1421 0
-867 403 800 0
754 2313 3529 0
-4167 -827 -94 0
-3890 -3110 3129 0
-3451 -2833 2450 0
-2803 -10 2835 0
1190 1679 2778 0
-2227 -2111 3823 0
-2189 -2126 1300 0
-547 2669 2915 0
-2990 -1552 -629 0
-1513 1046 2897 0
-3600 -3417 2760 0
-1754 -1504 -23 0
-1239 609 2399 0
-3501 -2967 -1804 0
-4140 -2753 2537 0
-756 194 3628 0
820 1578 2611 0
-89 2144 2652 0
-363 2353 2903 0
-3341 1205 3487 0
14 2623 2676 0
-3019 -175 1059 0
-3626 3721 4140 0
-2746 -1282 109 0
719 880 2416 0
-4020 -3573 -1727 0
-3833 562 4291 0
-2625 -1887 -805 0
-3122 316 2983 0
-3881 807 4121 0
-4357 -3947 -3480 0
-3609 -2908 -1711 0
-1883 2984 3146 0
-1187 2035 4059 0
-4275 -1092 79 0
-1285 -1236 4386 0
-2473 -1484 2012 0
-3958 -2957 -691 0
-1281 -359 3356 0
-1924 -1521 4307 0
-652 -103 3144 0
-4258 -1650 3125 0
-2653 -455 4018 0
-3567 3065 3700 0
675 2442 2540 0
-1133 -472 2841 0
1585 1934 2397 0
-4470 -3823 2063 0
-1564 690 3104 0
-3598 -417 3080 0
-1870 1096 3247 0
-1779 3117 4363 0
-4395 -4342 -2144 0
-2163 468 2940 0
324 1565 4065 0
-2142 -2103 -1791 0
-2863 -976 2059 0
1231 1436 3004 0
1190 1442 1561 0
-2295 -1154 1100 0
-2206 2903 4480 0
1792 2548 3088 0
-376 1908 4372 0
-2697 -674 1942 0
-562 -326 741 0
-3374 539 3833 0
-1078 1903 4220 0
1813 2116 2243 0
-1347 766 1239 0
-3293 -1536 3900 0
-1842 -255 3166 0
1093 3405 3946 0
-2125 490 581 0
-1447 -154 2237 0
-4433 -2140 -1935 0
350 714 1444 0
-3159 -2711 3641 0
-1297 -1116 3573 0
-905 -366 118 0
-2262 1803 2515 0
796 966 1184 0
-3335 741 3234 0
-3908 2915 4451 0
-187 -179 3243 0
-1772 1766 4172 0
-4245 -2544 795 0
-2647 -781 547 0
-3820 -2293 -881 0
-1063 1590 4259 0
-2062 -854 2220 0
-3418 -1721 -1012 0
-2976 -2047 -1039 0
-382 1491 1938 0
-56 892 3825 0
-2974 205 4098 0
-2994 -2982 4157 0
-1511 -597 1183 0
-3510 -1792 -866 0
-2813 -651 395 0
-1908 -1810 167 0
-2555 -1930 -767 0
-3982 -1469 4070 0
-4227 -2697 -2408 0
1072 1577 2860 0
-3790 -1687 -933 0
-4459 -933 -883 0
-3687 3012 3811 0
-3858 2719 3731 0
445 1142 2731 0
121 2577 2748 0
-3757 -1789 3129 0
-4103 -3671 -1109 0
-751 -412 1963 0
-1058 -782 426 0
-4287 1693 3373 0
-2887 -2563 4137 0
-3106 -414 2057 0
-872 -151 3229 0
2175 3360 4131 0
-984 -542 3193 0
-753 163 882 0
-3094 -829 2105 0
-2462 -257 2806 0
595 2439 2930 0
-4184 236 1997 0
1101 3591 4365 0
-3674 -2776 -879 0
-2830 -1044 601 0
4 1345 4192 0
-4137 -3104 1832 0
-764 -32 1333 0
-1755 -1497 4464 0
-1641 -54 1727 0
-3495 -650 297 0
-2744 -926 1281 0
-507 -194 256 0
200 455 3711 0
-3331 -2136 61 0
-2649 1536 2449 0
-4189 -3252 -921 0
-1394 -1029 1583 0
-3329 1273 3951 0
-2225 2848 3491 0
-1674 124 668 0
2279 2567 4383 0
-1750 1120 2946 0
607 804 1616 0
-4449 -2212 -788 0
1930 3441 4371 0
-2797 -1906 -1870 0
-4450 -1012 1358 0
-4180 -723 1482 0
402 3980 4041 0
-3193 -1501 -702 0
-4272 -1054 1683 0
-4022 3180 3485 0
-1644 224 2546 0
-491 2446 4200 0
-2942 -2460 974 0
-93 1525 3443 0
-2790 2949 3546 0
-4462 3120 3910 0
-1862 -970 2014 0
-3894 -2382 934 0
-3978 -2776 1141 0
388 1592 3199 0
-2979 2110 3458 0
-3295 -2997 -398 0
-4107 -1477 607 0
-4019 -332 4270 0
-2628 1554 1616 0
-2285 -743 1274 0
-4324 1486 3958 0
-990 628 2410 0
-2698 -1505 -693 0
659 2343 2594 0
-3546 -2934 386 0
-4432 1628 3458 0
-2483 -1843 574 0
311 836 936 0
1088 1709 3745 0
2018 2067 2994 0
-2165 1055 2063 0
208 1255 2682 0
-1144 2306 2759 0
-1525 126 3713 0
-2363 -1995 4305 0
1607 2158 3938 0
-2989 -2465 -1206 0
925 3516 3736 0
-4478 -4366 3921 0
-4498 4487 4490 0
-4118 -3738 1397 0
-4103 -3801 3444 0
-2013 -802 140 0
-2213 -1662 2672 0
-3176 -2653 -2209 0
-3457 -2255 1757 0
-2853 -2058 -1764 0
-3610 4184 4217 0
-2877 -806 1542 0
-2501 1232 2281 0
-2693 -1495 359 0
-1689 -21 1531 0
303 628 4084 0
-3364 -3106 4311 0
-562 1078 3588 0
-2837 -89 898 0
429 1735 3649 0
-3867 1443 3750 0
-3799 -2309 200 0
-3150 -1800 4250 0
-3580 -2610 -645 0
-2151 -550 1137 0
715 907 2818 0
-2943 -127 3455 0
-4355 115 2553 0
-3583 -2234 -1337 0
-2157 -1959 7 0
-1399 630 1247 0
-1946 -1550 3287 0
-4162 -3447 -1838 0
-3812 -1641 3213 0
-1969 -1340 -255 0
-3818 -3029 3947 0
-910 143 4179 0
-4175 -157 2947 0
-2160 3772 4173 0
-2575 -2508 1839 0
-2507 1483 2365 0
-1666 3003 3091 0
-3979 1303 3878 0
-1444 -542 511 0
-2514 -2084 1631 0
1495 3151 3533 0
-3612 51 1749 0
-4295 -3860 -231 0
-2402 -2357 3075 0
-2001 -1849 3214 0
-2854 -397 -389 0
-3351 -910 3679 0
-433 3533 3849 0
-2968 -1313 4284 0
352 854 2747 0
-3006 74 528 0
-4118 -1177 240 0
-976 -591 1201 0
-2063 -2024 4111 0
-3868 -2611 4227 0
845 1948 3446 0
63 1341 4269 0
-1055 783 2307 0
-31 577 2020 0
-946 -829 -656 0
-3957 -890 656 0
-1331 1604 2063 0
-3336 -1287 556 0
-3530 -1452 1470 0
-1520 1616 4496 0
-3787 -62 3936 0
-2654 -1102 435 0
-571 -175 4372 0
-4245 -1189 1980 0
61 2858 3527 0
2954 3306 3936 0
-4388 3832 4433 0
-1962 2032 4113 0
-3759 24 3542 0
-3481 -3265 1452 0
-2792 1169 2662 0
-4382 -3535 -3179 0
-866 1355 1485 0
-3007 2225 2469 0
-1505 -741 650 0
775 814 4258 0
-2857 -1807 -630 0
-3517 -2470 2479 0
-2141 -1673 372 0
-3194 -1644 -805 0
631 2532 2627 0
-2404 -2192 3214 0
-1385 2 1881 0
-3468 3266 3706 0
-814 184 3060 0
-3166 1621 3741 0
2205 2647 2963 0
-2399 1194 1715 0
-1500 3417 4022 0
-3356 -604 4386 0
-3919 -2968 1387 0
954 1795 3601 0
-2447 1203 2530 0
-4182 3134 3964 0
-3512 -2103 388 0
-3587 -3100 4453 0
-2325 -1479 757 0
-4338 -1221 -29 0
-398 35 1865 0
-2757 -2355 -1640 0
1982 2270 3806 0
-3774 478 493 0
-2768 635 1018 0
-1479 -671 580 0
-3014 -80 1236 0
-1255 -415 912 0
-3151 945 3096 0
-4338 463 2564 0
-2904 -694 1226 0
-4421 2197 4063 0
-3751 -1892 -1335 0
-1173 1145 3088 0
-2320 -472 2758 0
-3425 -2998 3526 0
-2545 1644 4326 0
-781 1529 1965 0
-4052 -1519 -839 0
-3348 2468 4419 0
-3934 -2047 -484 0
-2384 -2032 -43 0
-735 1190 4245 0
-2736 861 1452 0
-1727 27 2227 0
-3181 -1497 -1387 0
-3932 -2277 403 0
-3820 965 3053 0
-3976 2340 3466 0
-1030 -155 2243 0
-135 148 3122 0
-1701 1136 2701 0
-3683 -2756 -1376 0
-1609 2080 3666 0
551 3405 4427 0
-494 2458 3833 0
-2816 1402 2950 0
-3190 388 2016 0
-2940 -2227 -1204 0
-1334 986 4324 0
-2550 -1844 4178 0
-4017 -3834 2715 0
-4159 1109 4384 0
-4266 299 3529 0
2125 3315 4081 0
-2125 160 4174 0
-3023 1346 3408 0
804 3457 4465 0
-3156 -208 1163 0
-3275 -3226 -1014 0
363 2746 3756 0
-1471 2747 4196 0
-4347 4241 4474 0
-1600 -1453 904 0
-583 148 1732 0
-4436 -1111 -393 0
-982 3126 3785 0
-2940 20 3076 0
-1567 -11 1448 0
-2947 2226 2563 0
-3413 -1852 -404 0
707 914 3354 0
-3921 811 1307 0
-2927 -214 3779 0
-2991 2967 3927 0
-3784 -3722 3623 0
-3010 -2099 2437 0
-3422 -1398 541 0
-3697 -1820 275 0
-858 1473 2667 0
-1422 525 1809 0
-2418 1463 1870 0
-483 280 3212 0
-2569 1595 4377 0
-3507 -1435 3496 0
905 2891 3069 0
-3462 -1928 -577 0
-3663 1875 3499 0
-3523 1831 3161 0
484 3271 3472 0
-1550 1303 2390 0
-1823 2255 2741 0
-2705 2088 2447 0
-1683 -1288 1723 0
-4119 -3558 821 0
-4077 -3961 53 0
-317 510 1868 0
3392 3959 4269 0
1062 3737 3987 0
-4201 926 1479 0
-3392 -683 492 0
-748 1692 4453 0
-4248 -166 1960 0
-2653 -1359 4417 0
-2905 -1726 2363 0
1719 2565 2669 0
-3721 -3654 -3152 0
-3936 -1259 -286 0
-2325 -1573 1687 0
-3381 909 2551 0
-2564 2146 2579 0
-2763 -637 3195 0
-2605 -2440 3078 0
-3763 2818 4246 0
-354 2116 2454 0
-2037 -1821 -613 0
-3574 -3209 -2554 0
-1788 516 3281 0
-4119 3334 4285 0
-1470 2517 2891 0
-3683 -3342 -1399 0
-2802 -946 165 0
-1711 -1 1842 0
-3403 -3177 -1768 0
-3196 2764 3166 0
-4290 339 780 0
-734 1024 1078 0
-2566 -565 2295 0
-1519 -459 1414 0
-566 4363 4474 0
-4098 -545 3286 0
-3739 -781 4004 0
-3166 -2005 3998 0
-2620 1358 4087 0
-2270 -590 1337 0
-1805 -836 -653 0
-2150 3343 3907 0
138 880 1309 0
-2383 -197 1714 0
-3058 -1299 4482 0
-4067 -1172 3234 0
-4463 -1994 -72 0
-4096 -1441 1178 0
-756 -748 2129 0
-1710 1718 3929 0
-3514 -3362 1533 0
-2236 -966 1268 0
-1322 2354 3199 0
-2697 -1811 910 0
-3615 -2918 -2825 0
-3346 -1919 -274 0
-312 -4 3919 0
-1302 2720 3744 0
-1907 -542 765 0
2704 3271 3817 0
-4261 -2156 363 0
-2707 527 3729 0
-2314 803 3246 0
3140 3326 4082 0
1442 2501 4437 0
2231 3169 4053 0
-1207 1019 1287 0
-835 -375 1771 0
-188 277 468 0
2229 2928 3300 0
1796 2474 4309 0
-3178 -1360 1675 0
1910 2067 3255 0
1247 1636 3656 0
855 1292 2219 0
561 1342 3687 0
-2075 -1410 4229 0
-4322 532 2569 0
-2951 636 1978 0
-2590 -543 1446 0
-3574 -3102 1981 0
691 885 1903 0
-2825 1504 3701 0
-305 599 4166 0
-2246 -724 2963 0
905 2080 2145 0
-4127 -1586 1002 0
1300 1826 3515 0
-298 2670 2798 0
-184 333 3497 0
-3029 -2891 -1251 0
-4082 -1463 2076 0
-3785 -1675 3644 0
-2931 -1613 2139 0
-2139 -665 1132 0
-3874 -3182 2882 0
-4184 -3994 298 0
-1836 -1233 2838 0
243 2791 3675 0
-3612 1424 3577 0
-1294 -535 -111 0
779 1594 3912 0
-2217 1770 3348 0
-3907 36 2396 0
-4496 2552 2876 0
-3941 -1477 2789 0
-4271 -2527 -4 0
-2056 477 1515 0
-478 1093 2059 0
-2707 -2494 -2020 0
-274 1143 4473 0
-3359 -2951 -1024 0
-2844 -1683 2221 0
-3841 -3052 -651 0
-1998 -1180 3746 0
-3873 -1980 -1425 0
-3499 -708 2748 0
-4462 -3203 1445 0
